provider,model_name,task_id,dimension_id,score_kind,strat_key,strat_value,n_rows,n_positive_truth,n_positive_pred,binary_accuracy,event_presence_auroc,event_presence_auprc,brier,positive_exact_hour_rate,positive_tolerance_1h_rate,median_abs_hour_error,accuracy,macro_f1,balanced_accuracy,truth_distribution,pred_distribution,exact_match,tolerance_1,median_abs_error
gemini31pro,gemini-3.1-pro,AKI-S1,D2,event_time,trajectory_tier,typical_supported,7,0.0,0.0,1.0,,,0.009999999999999995,,,,,,,,,,,
gemini31pro,gemini-3.1-pro,AKI-T1,D1,event_time,anchor_time_bin,T=24,191,0.0,73.0,0.6178010471204188,,,0.31115183246073297,,,,,,,,,,,
gemini31pro,gemini-3.1-pro,AKI-T1,D1,event_time,anchor_time_bin,T=48,998,0.0,298.0,0.7014028056112225,,,0.2454834669338677,,,,,,,,,,,
gemini31pro,gemini-3.1-pro-preview,AKI-T1,D1,event_time,anchor_time_bin,T=48,1,0.0,1.0,0.0,,,0.81,,,,,,,,,,,
gemini31pro,gemini-3.1-pro,AKI-T1,D1,event_time,anchor_time_bin,T=6,640,0.0,240.0,0.625,,,0.3055,,,,,,,,,,,
gemini31pro,gemini-3.1-pro,AKI-T1,D1,event_time,representation_profile,full_ab1b2b3,1829,0.0,611.0,0.6659376708583926,,,0.27334199015855654,,,,,,,,,,,
gemini31pro,gemini-3.1-pro-preview,AKI-T1,D1,event_time,representation_profile,full_ab1b2b3,1,0.0,1.0,0.0,,,0.81,,,,,,,,,,,
gemini31pro,gemini-3.1-pro,AKI-T1,D1,event_time,trajectory_tier,atypical_low_support,998,0.0,396.0,0.6032064128256514,,,0.32251753507014025,,,,,,,,,,,
gemini31pro,gemini-3.1-pro-preview,AKI-T1,D1,event_time,trajectory_tier,atypical_low_support,1,0.0,1.0,0.0,,,0.81,,,,,,,,,,,
gemini31pro,gemini-3.1-pro,AKI-T1,D1,event_time,trajectory_tier,atypical_supported,79,0.0,37.0,0.5316455696202531,,,0.38468354430379753,,,,,,,,,,,
gemini31pro,gemini-3.1-pro,AKI-T1,D1,event_time,trajectory_tier,low_template_support,740,0.0,172.0,0.7675675675675676,,,0.1929189189189189,,,,,,,,,,,
gemini31pro,gemini-3.1-pro,AKI-T1,D1,event_time,trajectory_tier,typical_supported,12,0.0,6.0,0.5,,,0.41,,,,,,,,,,,
gemini31pro,gemini-3.1-pro,AKI-T1,D2,event_time,anchor_time_bin,T=24,201,0.0,2.0,0.9900497512437811,,,0.01796019900497512,,,,,,,,,,,
gemini31pro,gemini-3.1-pro,AKI-T1,D2,event_time,anchor_time_bin,T=48,1032,0.0,10.0,0.9903100775193798,,,0.017751937984496126,,,,,,,,,,,
gemini31pro,gemini-3.1-pro,AKI-T1,D2,event_time,anchor_time_bin,T=6,635,0.0,3.0,0.9952755905511811,,,0.013779527559055113,,,,,,,,,,,
gemini31pro,gemini-3.1-pro,AKI-T1,D2,event_time,representation_profile,full_ab1b2b3,1868,0.0,15.0,0.9919700214132763,,,0.016423982869379013,,,,,,,,,,,
gemini31pro,gemini-3.1-pro,AKI-T1,D2,event_time,trajectory_tier,atypical_low_support,1017,0.0,10.0,0.9901671583087512,,,0.017866273352999014,,,,,,,,,,,
gemini31pro,gemini-3.1-pro,AKI-T1,D2,event_time,trajectory_tier,atypical_supported,84,0.0,0.0,1.0,,,0.009999999999999995,,,,,,,,,,,
gemini31pro,gemini-3.1-pro,AKI-T1,D2,event_time,trajectory_tier,low_template_support,755,0.0,5.0,0.9933774834437086,,,0.01529801324503311,,,,,,,,,,,
gemini31pro,gemini-3.1-pro,AKI-T1,D2,event_time,trajectory_tier,typical_supported,12,0.0,0.0,1.0,,,0.009999999999999995,,,,,,,,,,,
gemini31pro,gemini-3.1-pro,AKI-T1,D5,categorical,anchor_time_bin,T=24,134,,,,,,,,,,0.7089552238805971,0.45984496124031005,0.8522727272727273,"{""atypical"": 132, ""typical"": 2}","{""atypical"": 93, ""typical"": 41}",,,
gemini31pro,gemini-3.1-pro,AKI-T1,D5,categorical,anchor_time_bin,T=48,559,,,,,,,,,,0.7334525939177102,0.4295801173835923,0.4934684684684685,"{""atypical"": 555, ""typical"": 4}","{""atypical"": 412, ""typical"": 147}",,,
gemini31pro,gemini-3.1-pro,AKI-T1,D5,categorical,anchor_time_bin,T=6,422,,,,,,,,,,0.5260663507109005,0.36608081718491814,0.6774839743589745,"{""atypical"": 416, ""typical"": 6}","{""atypical"": 218, ""typical"": 204}",,,
gemini31pro,gemini-3.1-pro,AKI-T1,D5,categorical,representation_profile,full_ab1b2b3,1115,,,,,,,,,,0.6520179372197309,0.4135588257620943,0.6592626171048654,"{""atypical"": 1103, ""typical"": 12}","{""atypical"": 723, ""typical"": 392}",,,
gemini31pro,gemini-3.1-pro,AKI-T1,D5,categorical,trajectory_tier,atypical_low_support,1019,,,,,,,,,,0.6633954857703631,0.3988200589970502,0.6633954857703631,"{""atypical"": 1019}","{""atypical"": 676, ""typical"": 343}",,,
gemini31pro,gemini-3.1-pro,AKI-T1,D5,categorical,trajectory_tier,atypical_supported,84,,,,,,,,,,0.5119047619047619,0.33858267716535434,0.5119047619047619,"{""atypical"": 84}","{""atypical"": 43, ""typical"": 41}",,,
gemini31pro,gemini-3.1-pro,AKI-T1,D5,categorical,trajectory_tier,typical_supported,12,,,,,,,,,,0.6666666666666666,0.4,0.6666666666666666,"{""typical"": 12}","{""atypical"": 4, ""typical"": 8}",,,
gemini31pro,gemini-3.1-pro,DEL-S1,D1,event_time,anchor_time_bin,T=48,657,657.0,657.0,1.0,,1.0,0.009999999999999995,0.9512937595129376,0.9573820395738204,0.0,,,,,,,,
gemini31pro,gemini-3.1-pro,DEL-S1,D1,event_time,anchor_time_bin,T=6,272,272.0,272.0,1.0,,1.0,0.009999999999999995,0.9816176470588235,0.9852941176470589,0.0,,,,,,,,
gemini31pro,gemini-3.1-pro,DEL-S1,D1,event_time,left_censored,0,296,296.0,296.0,1.0,,1.0,0.009999999999999993,0.9222972972972973,0.9358108108108109,0.0,,,,,,,,
gemini31pro,gemini-3.1-pro,DEL-S1,D1,event_time,left_censored,1,633,633.0,633.0,1.0,,1.0,0.009999999999999995,0.9778830963665087,0.9794628751974723,0.0,,,,,,,,
gemini31pro,gemini-3.1-pro,DEL-S1,D1,event_time,representation_profile,full_ab1b2b3,929,929.0,929.0,1.0,,1.0,0.009999999999999997,0.9601722282023681,0.9655543595263725,0.0,,,,,,,,
gemini31pro,gemini-3.1-pro,DEL-S1,D1,event_time,trajectory_tier,atypical_low_support,15,15.0,15.0,1.0,,1.0,0.009999999999999998,0.8,0.8,0.0,,,,,,,,
gemini31pro,gemini-3.1-pro,DEL-S1,D1,event_time,trajectory_tier,atypical_supported,552,552.0,552.0,1.0,,1.0,0.009999999999999997,0.9746376811594203,0.980072463768116,0.0,,,,,,,,
gemini31pro,gemini-3.1-pro,DEL-S1,D1,event_time,trajectory_tier,low_template_support,10,10.0,10.0,1.0,,1.0,0.009999999999999995,0.6,0.6,0.0,,,,,,,,
gemini31pro,gemini-3.1-pro,DEL-S1,D1,event_time,trajectory_tier,typical_supported,352,352.0,352.0,1.0,,1.0,0.009999999999999995,0.9545454545454546,0.9602272727272727,0.0,,,,,,,,
gemini31pro,gemini-3.1-pro,DEL-T1,D1,event_time,anchor_time_bin,T=48,1317,1317.0,1317.0,1.0,,1.0,0.009999999999999997,0.9658314350797267,0.9703872437357631,0.0,,,,,,,,
gemini31pro,gemini-3.1-pro,DEL-T1,D1,event_time,anchor_time_bin,T=6,542,542.0,542.0,1.0,,1.0,0.009999999999999997,0.981549815498155,0.988929889298893,0.0,,,,,,,,
gemini31pro,gemini-3.1-pro,DEL-T1,D1,event_time,left_censored,0,580,580.0,580.0,1.0,,1.0,0.009999999999999995,0.9344827586206896,0.9448275862068966,0.0,,,,,,,,
gemini31pro,gemini-3.1-pro,DEL-T1,D1,event_time,left_censored,1,1279,1279.0,1279.0,1.0,,1.0,0.009999999999999995,0.9867083659108679,0.9898358092259578,0.0,,,,,,,,
gemini31pro,gemini-3.1-pro,DEL-T1,D1,event_time,representation_profile,full_ab1b2b3,1859,1859.0,1859.0,1.0,,1.0,0.009999999999999998,0.9704142011834319,0.9757934373318988,0.0,,,,,,,,
gemini31pro,gemini-3.1-pro,DEL-T1,D1,event_time,trajectory_tier,atypical_low_support,35,35.0,35.0,1.0,,1.0,0.009999999999999997,0.8571428571428571,0.8571428571428571,0.0,,,,,,,,
gemini31pro,gemini-3.1-pro,DEL-T1,D1,event_time,trajectory_tier,atypical_supported,1139,1139.0,1139.0,1.0,,1.0,0.009999999999999995,0.9833187006145742,0.9868305531167691,0.0,,,,,,,,
gemini31pro,gemini-3.1-pro,DEL-T1,D1,event_time,trajectory_tier,low_template_support,18,18.0,18.0,1.0,,1.0,0.009999999999999997,0.8333333333333334,0.8333333333333334,0.0,,,,,,,,
gemini31pro,gemini-3.1-pro,DEL-T1,D1,event_time,trajectory_tier,typical_supported,667,667.0,667.0,1.0,,1.0,0.009999999999999995,0.9580209895052474,0.967016491754123,0.0,,,,,,,,
gemini31pro,gemini-3.1-pro,DEL-T1,D2,event_time,anchor_time_bin,T=48,1332,1332.0,1332.0,1.0,,1.0,0.009999999999999995,0.9977477477477478,0.9977477477477478,0.0,,,,,,,,
gemini31pro,gemini-3.1-pro,DEL-T1,D2,event_time,anchor_time_bin,T=6,543,543.0,543.0,1.0,,1.0,0.009999999999999997,1.0,1.0,0.0,,,,,,,,
gemini31pro,gemini-3.1-pro,DEL-T1,D2,event_time,left_censored,0,586,586.0,586.0,1.0,,1.0,0.009999999999999997,1.0,1.0,0.0,,,,,,,,
gemini31pro,gemini-3.1-pro,DEL-T1,D2,event_time,left_censored,1,1289,1289.0,1289.0,1.0,,1.0,0.009999999999999995,0.9976726144297905,0.9976726144297905,0.0,,,,,,,,
gemini31pro,gemini-3.1-pro,DEL-T1,D2,event_time,representation_profile,full_ab1b2b3,1875,1875.0,1875.0,1.0,,1.0,0.009999999999999997,0.9984,0.9984,0.0,,,,,,,,
gemini31pro,gemini-3.1-pro,DEL-T1,D2,event_time,trajectory_tier,atypical_low_support,35,35.0,35.0,1.0,,1.0,0.009999999999999997,1.0,1.0,0.0,,,,,,,,
gemini31pro,gemini-3.1-pro,DEL-T1,D2,event_time,trajectory_tier,atypical_supported,1147,1147.0,1147.0,1.0,,1.0,0.009999999999999997,0.998256320836966,0.998256320836966,0.0,,,,,,,,
gemini31pro,gemini-3.1-pro,DEL-T1,D2,event_time,trajectory_tier,low_template_support,19,19.0,19.0,1.0,,1.0,0.009999999999999997,1.0,1.0,0.0,,,,,,,,
gemini31pro,gemini-3.1-pro,DEL-T1,D2,event_time,trajectory_tier,typical_supported,674,674.0,674.0,1.0,,1.0,0.009999999999999995,0.9985163204747775,0.9985163204747775,0.0,,,,,,,,
gemini31pro,gemini-3.1-pro,S-R1,D4,categorical,anchor_time_bin,retrospective_or_na,312,,,,,,,,,,0.34294871794871795,0.23429353546752069,0.6670061327009383,"{""cardioembolic"": 76, ""large_artery"": 43, ""small_vessel"": 1, ""unknown"": 192}","{""cardioembolic"": 200, ""cryptogenic"": 10, ""large_artery"": 79, ""small_vessel"": 18, ""unknown"": 5}",,,
gemini31pro,gemini-3.1-pro,S-R1,D4,categorical,representation_profile,stroke_retrospective_b2_only,312,,,,,,,,,,0.34294871794871795,0.23429353546752069,0.6670061327009383,"{""cardioembolic"": 76, ""large_artery"": 43, ""small_vessel"": 1, ""unknown"": 192}","{""cardioembolic"": 200, ""cryptogenic"": 10, ""large_artery"": 79, ""small_vessel"": 18, ""unknown"": 5}",,,
gemini31pro,gemini-3.1-pro,S-R1,D4,categorical,stroke_layer,Layer2,312,,,,,,,,,,0.34294871794871795,0.23429353546752069,0.6670061327009383,"{""cardioembolic"": 76, ""large_artery"": 43, ""small_vessel"": 1, ""unknown"": 192}","{""cardioembolic"": 200, ""cryptogenic"": 10, ""large_artery"": 79, ""small_vessel"": 18, ""unknown"": 5}",,,
gemini31pro,gemini-3.1-pro,S-R1,D4,categorical,stroke_tier,A,296,,,,,,,,,,0.3344594594594595,0.2295141712599018,0.6648126463700235,"{""cardioembolic"": 70, ""large_artery"": 42, ""small_vessel"": 1, ""unknown"": 183}","{""cardioembolic"": 190, ""cryptogenic"": 9, ""large_artery"": 77, ""small_vessel"": 17, ""unknown"": 3}",,,
gemini31pro,gemini-3.1-pro,S-R1,D4,categorical,stroke_tier,C,16,,,,,,,,,,0.5,0.33106060606060606,0.6851851851851851,"{""cardioembolic"": 6, ""large_artery"": 1, ""unknown"": 9}","{""cardioembolic"": 10, ""cryptogenic"": 1, ""large_artery"": 2, ""small_vessel"": 1, ""unknown"": 2}",,,
gemini31pro,gemini-3.1-pro,S-R2,D4,categorical,anchor_time_bin,retrospective_or_na,158,,,,,,,,,,0.2974683544303797,0.2859908988053642,0.4899090201076182,"{""anticoagulation"": 33, ""antiplatelet"": 8, ""both"": 107, ""neither"": 10}","{""anticoagulation"": 48, ""antiplatelet"": 48, ""both"": 19, ""neither"": 43}",,,
gemini31pro,gemini-3.1-pro,S-R2,D4,categorical,representation_profile,stroke_retrospective_b2_only,158,,,,,,,,,,0.2974683544303797,0.2859908988053642,0.4899090201076182,"{""anticoagulation"": 33, ""antiplatelet"": 8, ""both"": 107, ""neither"": 10}","{""anticoagulation"": 48, ""antiplatelet"": 48, ""both"": 19, ""neither"": 43}",,,
gemini31pro,gemini-3.1-pro,S-R2,D4,categorical,stroke_layer,Layer2,158,,,,,,,,,,0.2974683544303797,0.2859908988053642,0.4899090201076182,"{""anticoagulation"": 33, ""antiplatelet"": 8, ""both"": 107, ""neither"": 10}","{""anticoagulation"": 48, ""antiplatelet"": 48, ""both"": 19, ""neither"": 43}",,,
gemini31pro,gemini-3.1-pro,S-R2,D4,categorical,stroke_tier,A,153,,,,,,,,,,0.3006535947712418,0.2908860494344365,0.5085541474654378,"{""anticoagulation"": 31, ""antiplatelet"": 8, ""both"": 105, ""neither"": 9}","{""anticoagulation"": 46, ""antiplatelet"": 47, ""both"": 19, ""neither"": 41}",,,
gemini31pro,gemini-3.1-pro,S-R2,D4,categorical,stroke_tier,C,5,,,,,,,,,,0.2,0.125,0.16666666666666666,"{""anticoagulation"": 2, ""both"": 2, ""neither"": 1}","{""anticoagulation"": 2, ""antiplatelet"": 1, ""neither"": 2}",,,
gemini31pro,gemini-3.1-pro,S-R3,D2,numeric_exact,anchor_time_bin,retrospective_or_na,4,,,,,,,,,,,,,,,0.75,0.75,0.0
gemini31pro,gemini-3.1-pro,S-R3,D2,numeric_exact,representation_profile,stroke_retrospective_b2_only,4,,,,,,,,,,,,,,,0.75,0.75,0.0
gemini31pro,gemini-3.1-pro,S-R3,D2,numeric_exact,stroke_layer,Layer2,4,,,,,,,,,,,,,,,0.75,0.75,0.0
gemini31pro,gemini-3.1-pro,S-R3,D2,numeric_exact,stroke_tier,A,4,,,,,,,,,,,,,,,0.75,0.75,0.0
gemini31pro,gemini-3.1-pro,S-R4,D4,binary_from_yesno,anchor_time_bin,retrospective_or_na,362,,,0.48342541436464087,0.4625307612923712,0.10731251348993853,0.4232596685082873,,,,,,,,,,,
gemini31pro,gemini-3.1-pro,S-R4,D4,binary_from_yesno,representation_profile,stroke_retrospective_b2_only,362,,,0.48342541436464087,0.4625307612923712,0.10731251348993853,0.4232596685082873,,,,,,,,,,,
gemini31pro,gemini-3.1-pro,S-R4,D4,binary_from_yesno,stroke_layer,Layer2,362,,,0.48342541436464087,0.4625307612923712,0.10731251348993853,0.4232596685082873,,,,,,,,,,,
gemini31pro,gemini-3.1-pro,S-R4,D4,binary_from_yesno,stroke_tier,A,343,,,0.4868804664723032,0.4695858498705781,0.11340595887615484,0.42049562682215746,,,,,,,,,,,
gemini31pro,gemini-3.1-pro,S-R4,D4,binary_from_yesno,stroke_tier,C,19,,,0.42105263157894735,0.2222222222222222,0.0625,0.4731578947368422,,,,,,,,,,,
gemini31pro,gemini-3.1-pro,S-T1,D1,event_time,anchor_time_bin,T=48,485,0.0,482.0,0.006185567010309278,,,0.800432989690722,,,,,,,,,,,
gemini31pro,gemini-3.1-pro,S-T1,D1,event_time,anchor_time_bin,T=6,446,0.0,423.0,0.0515695067264574,,,0.7615695067264578,,,,,,,,,,,
gemini31pro,gemini-3.1-pro,S-T1,D1,event_time,representation_profile,stroke_temporal_ab1b2,931,0.0,905.0,0.027926960257787327,,,0.7818152524167565,,,,,,,,,,,
gemini31pro,gemini-3.1-pro,S-T1,D1,event_time,stroke_layer,Layer1,931,0.0,905.0,0.027926960257787327,,,0.7818152524167565,,,,,,,,,,,
gemini31pro,gemini-3.1-pro,S-T1,D1,event_time,stroke_tier,A,670,0.0,654.0,0.023880597014925373,,,0.787074626865672,,,,,,,,,,,
gemini31pro,gemini-3.1-pro,S-T1,D1,event_time,stroke_tier,B,261,0.0,251.0,0.038314176245210725,,,0.768314176245211,,,,,,,,,,,
gemini31pro,gemini-3.1-pro,S-T1,D3,binary_from_trend,anchor_time_bin,T=48,483,,,0.7308488612836439,0.594642324146851,0.13078290083916366,0.22195134575569359,,,,,,,,,,,
gemini31pro,gemini-3.1-pro,S-T1,D3,binary_from_trend,anchor_time_bin,T=6,429,,,0.7948717948717948,0.5545884896376919,0.22434389242171843,0.17474941724941725,,,,,,,,,,,
gemini31pro,gemini-3.1-pro,S-T1,D3,binary_from_trend,representation_profile,stroke_temporal_ab1b2,912,,,0.7609649122807017,0.5589904544511309,0.17852877375731524,0.19974780701754385,,,,,,,,,,,
gemini31pro,gemini-3.1-pro,S-T1,D3,binary_from_trend,stroke_layer,Layer1,912,,,0.7609649122807017,0.5589904544511309,0.17852877375731524,0.19974780701754385,,,,,,,,,,,
gemini31pro,gemini-3.1-pro,S-T1,D3,binary_from_trend,stroke_tier,A,657,,,0.76103500761035,0.5285493827160493,0.1670840972496179,0.20009132420091325,,,,,,,,,,,
gemini31pro,gemini-3.1-pro,S-T1,D3,binary_from_trend,stroke_tier,B,255,,,0.7607843137254902,0.6189309322999772,0.32957176927633886,0.1988627450980392,,,,,,,,,,,
gemini31pro,gemini-3.1-pro,S-T2,D4,categorical,anchor_time_bin,T=24,21,,,,,,,,,,0.3333333333333333,0.16680161943319835,0.2583333333333333,"{""bilateral_or_none"": 8, ""left"": 2, ""none"": 3, ""right"": 5, ""unknown"": 3}","{""bilateral_or_none"": 11, ""unknown"": 10}",,,
gemini31pro,gemini-3.1-pro,S-T2,D4,categorical,anchor_time_bin,T=48,9,,,,,,,,,,0.1111111111111111,0.07142857142857144,0.08333333333333333,"{""bilateral_or_none"": 3, ""left"": 4, ""right"": 1, ""unknown"": 1}","{""bilateral_or_none"": 4, ""left"": 2, ""right"": 1, ""unknown"": 2}",,,
gemini31pro,gemini-3.1-pro,S-T2,D4,categorical,anchor_time_bin,T=6,242,,,,,,,,,,0.1859504132231405,0.19668335155246147,0.21963352902698724,"{""bilateral_or_none"": 65, ""left"": 67, ""none"": 27, ""right"": 47, ""unknown"": 36}","{""bilateral_or_none"": 65, ""left"": 5, ""none"": 8, ""right"": 9, ""unknown"": 155}",,,
gemini31pro,gemini-3.1-pro,S-T2,D4,categorical,representation_profile,stroke_temporal_ab1b2,272,,,,,,,,,,0.1948529411764706,0.19600574736730345,0.22182394471575684,"{""bilateral_or_none"": 76, ""left"": 73, ""none"": 30, ""right"": 53, ""unknown"": 40}","{""bilateral_or_none"": 80, ""left"": 7, ""none"": 8, ""right"": 10, ""unknown"": 167}",,,
gemini31pro,gemini-3.1-pro,S-T2,D4,categorical,stroke_layer,Layer1,272,,,,,,,,,,0.1948529411764706,0.19600574736730345,0.22182394471575684,"{""bilateral_or_none"": 76, ""left"": 73, ""none"": 30, ""right"": 53, ""unknown"": 40}","{""bilateral_or_none"": 80, ""left"": 7, ""none"": 8, ""right"": 10, ""unknown"": 167}",,,
gemini31pro,gemini-3.1-pro,S-T2,D4,categorical,stroke_tier,A,190,,,,,,,,,,0.23157894736842105,0.22190685320207235,0.23431946182728408,"{""bilateral_or_none"": 51, ""left"": 47, ""none"": 20, ""right"": 32, ""unknown"": 40}","{""bilateral_or_none"": 63, ""left"": 6, ""none"": 7, ""right"": 7, ""unknown"": 107}",,,
gemini31pro,gemini-3.1-pro,S-T2,D4,categorical,stroke_tier,B,82,,,,,,,,,,0.10975609756097561,0.13213083213083215,0.10842490842490843,"{""bilateral_or_none"": 25, ""left"": 26, ""none"": 10, ""right"": 21}","{""bilateral_or_none"": 17, ""left"": 1, ""none"": 1, ""right"": 3, ""unknown"": 60}",,,
gemini31pro,gemini-3.1-pro,S-T3,D4,categorical,anchor_time_bin,T=24,80,,,,,,,,,,0.25,0.1689023027051196,0.2937908496732026,"{""consistent"": 17, ""inconsistent"": 3, ""uncertain"": 60}","{""consistent"": 67, ""inconsistent"": 2, ""uncertain"": 11}",,,
gemini31pro,gemini-3.1-pro,S-T3,D4,categorical,anchor_time_bin,T=6,219,,,,,,,,,,0.3926940639269406,0.2392514862045708,0.3739092495636998,"{""consistent"": 20, ""inconsistent"": 8, ""uncertain"": 191}","{""consistent"": 138, ""inconsistent"": 3, ""uncertain"": 78}",,,
gemini31pro,gemini-3.1-pro,S-T3,D4,categorical,representation_profile,stroke_temporal_ab1b2,299,,,,,,,,,,0.35451505016722407,0.23007616269648357,0.3558379096227702,"{""consistent"": 37, ""inconsistent"": 11, ""uncertain"": 251}","{""consistent"": 205, ""inconsistent"": 5, ""uncertain"": 89}",,,
gemini31pro,gemini-3.1-pro,S-T3,D4,categorical,stroke_layer,Layer1,299,,,,,,,,,,0.35451505016722407,0.23007616269648357,0.3558379096227702,"{""consistent"": 37, ""inconsistent"": 11, ""uncertain"": 251}","{""consistent"": 205, ""inconsistent"": 5, ""uncertain"": 89}",,,
gemini31pro,gemini-3.1-pro,S-T3,D4,categorical,stroke_tier,A,297,,,,,,,,,,0.35353535353535354,0.2297794796655873,0.3553312348493072,"{""consistent"": 37, ""inconsistent"": 11, ""uncertain"": 249}","{""consistent"": 204, ""inconsistent"": 5, ""uncertain"": 88}",,,
gemini31pro,gemini-3.1-pro,S-T3,D4,categorical,stroke_tier,B,2,,,,,,,,,,0.5,0.3333333333333333,0.5,"{""uncertain"": 2}","{""consistent"": 1, ""uncertain"": 1}",,,
gemini31pro,gemini-3.1-pro,SEP-S1,D1,event_time,anchor_time_bin,T=24,67,67.0,67.0,1.0,,1.0,0.009999999999999995,0.07462686567164178,0.23880597014925373,3.0,,,,,,,,
gemini31pro,gemini-3.1-pro,SEP-S1,D1,event_time,anchor_time_bin,T=48,218,218.0,218.0,1.0,,1.0,0.009999999999999997,0.08256880733944955,0.25229357798165136,4.0,,,,,,,,
gemini31pro,gemini-3.1-pro,SEP-S1,D1,event_time,anchor_time_bin,T=6,163,163.0,163.0,1.0,,1.0,0.009999999999999995,0.19631901840490798,0.37423312883435583,2.0,,,,,,,,
gemini31pro,gemini-3.1-pro,SEP-S1,D1,event_time,onset_confidence,high,431,431.0,431.0,1.0,,1.0,0.009999999999999997,0.11136890951276102,0.27842227378190254,3.0,,,,,,,,
gemini31pro,gemini-3.1-pro,SEP-S1,D1,event_time,onset_confidence,low,17,17.0,17.0,1.0,,1.0,0.009999999999999995,0.4117647058823529,0.7058823529411765,1.0,,,,,,,,
gemini31pro,gemini-3.1-pro,SEP-S1,D1,event_time,representation_profile,full_ab1b2b3,448,448.0,448.0,1.0,,1.0,0.009999999999999997,0.12276785714285714,0.29464285714285715,3.0,,,,,,,,
gemini31pro,gemini-3.1-pro,SEP-S1,D1,event_time,trajectory_tier,atypical_low_support,44,44.0,44.0,1.0,,1.0,0.009999999999999997,0.1590909090909091,0.20454545454545456,4.0,,,,,,,,
gemini31pro,gemini-3.1-pro,SEP-S1,D1,event_time,trajectory_tier,atypical_supported,225,225.0,225.0,1.0,,1.0,0.009999999999999997,0.10666666666666667,0.3022222222222222,2.0,,,,,,,,
